container_id,bol,empty_return_date,cost_attribute_code,cost_amount_usd
CONT1000749,BOL2024100749,2024-12-04,FUEL,520.46
CONT1000749,BOL2024100749,2024-12-04,PRE_PULL,703.72
CONT1000750,BOL2024100750,2025-03-03,BASE,5007.34
CONT1000750,BOL2024100750,2025-03-03,FUEL,837.75
CONT1000751,BOL2024100751,2024-11-30,BASE,5094.37
CONT1000751,BOL2024100751,2024-11-30,FUEL,500.6
CONT1000751,BOL2024100751,2024-11-30,CHASSIS,600.15
CONT1000752,BOL2024100752,2024-07-02,BASE,5394.42
CONT1000752,BOL2024100752,2024-07-02,FUEL,609.68
CONT1000752,BOL2024100752,2024-07-02,DEMURRAGE,165.05
CONT1000753,BOL2024100753,2025-05-14,BASE,3899.36
CONT1000753,BOL2024100753,2025-05-14,FUEL,811.35
CONT1000753,BOL2024100753,2025-05-14,DEMURRAGE,513.59
CONT1000753,BOL2024100753,2025-05-14,DETENTION,442.9
CONT1000753,BOL2024100753,2025-05-14,CHASSIS,606.04
CONT1000754,BOL2024100754,2025-03-09,BASE,3257.78
CONT1000754,BOL2024100754,2025-03-09,FUEL,330.27
CONT1000754,BOL2024100754,2025-03-09,PRE_PULL,516.83
CONT1000755,BOL2024100755,2025-03-17,BASE,3517.48
CONT1000755,BOL2024100755,2025-03-17,FUEL,381.78
CONT1000755,BOL2024100755,2025-03-17,CHASSIS,425.13
CONT1000756,BOL2024100756,2024-04-03,BASE,3511.81
CONT1000756,BOL2024100756,2024-04-03,FUEL,701.49
CONT1000756,BOL2024100756,2024-04-03,PRE_PULL,451.56
CONT1000756,BOL2024100756,2024-04-03,CHASSIS,609.0
CONT1000757,BOL2024100757,2024-10-24,BASE,2437.93
CONT1000757,BOL2024100757,2024-10-24,FUEL,495.18
CONT1000757,BOL2024100757,2024-10-24,DEMURRAGE,564.68
CONT1000757,BOL2024100757,2024-10-24,STORAGE,416.61
CONT1000757,BOL2024100757,2024-10-24,CHASSIS,500.22
CONT1000758,BOL2024100758,2024-09-14,BASE,5164.44
CONT1000758,BOL2024100758,2024-09-14,FUEL,643.18
CONT1000758,BOL2024100758,2024-09-14,ACCESSORIAL,183.13
CONT1000759,BOL2024100759,2024-05-09,BASE,4678.19
CONT1000759,BOL2024100759,2024-05-09,FUEL,453.05
CONT1000759,BOL2024100759,2024-05-09,DEMURRAGE,849.13
CONT1000759,BOL2024100759,2024-05-09,STORAGE,433.41
CONT1000760,BOL2024100760,2025-03-04,BASE,3093.87
CONT1000760,BOL2024100760,2025-03-04,FUEL,639.33
CONT1000761,BOL2024100761,2024-06-21,BASE,4686.42
CONT1000761,BOL2024100761,2024-06-21,FUEL,605.16
CONT1000761,BOL2024100761,2024-06-21,PRE_PULL,1147.52
CONT1000761,BOL2024100761,2024-06-21,CHASSIS,233.15
CONT1000761,BOL2024100761,2024-06-21,ACCESSORIAL,705.29
CONT1000762,BOL2024100762,2024-07-03,BASE,3667.85
CONT1000762,BOL2024100762,2024-07-03,FUEL,526.87
CONT1000763,BOL2024100763,2025-11-23,BASE,3032.82
CONT1000763,BOL2024100763,2025-11-23,FUEL,651.86
CONT1000763,BOL2024100763,2025-11-23,PRE_PULL,376.99
CONT1000764,BOL2024100764,2025-02-04,BASE,4207.73
CONT1000764,BOL2024100764,2025-02-04,FUEL,778.48
CONT1000765,BOL2024100765,2025-07-19,BASE,5032.41
CONT1000765,BOL2024100765,2025-07-19,FUEL,990.65
CONT1000765,BOL2024100765,2025-07-19,PRE_PULL,477.88
CONT1000765,BOL2024100765,2025-07-19,CHASSIS,183.73
CONT1000765,BOL2024100765,2025-07-19,ACCESSORIAL,369.95
CONT1000766,BOL2024100766,2025-08-18,BASE,7380.22
CONT1000766,BOL2024100766,2025-08-18,FUEL,752.85
CONT1000766,BOL2024100766,2025-08-18,CHASSIS,288.72
CONT1000767,BOL2024100767,2025-01-14,BASE,5782.84
CONT1000767,BOL2024100767,2025-01-14,FUEL,1133.63
CONT1000767,BOL2024100767,2025-01-14,DEMURRAGE,306.0
CONT1000767,BOL2024100767,2025-01-14,STORAGE,108.19
CONT1000767,BOL2024100767,2025-01-14,PRE_PULL,1150.26
CONT1000767,BOL2024100767,2025-01-14,CHASSIS,387.91
CONT1000768,BOL2024100768,2025-09-21,BASE,3689.83
CONT1000768,BOL2024100768,2025-09-21,FUEL,460.19
CONT1000768,BOL2024100768,2025-09-21,ACCESSORIAL,126.94
CONT1000769,BOL2024100769,2025-05-19,BASE,3792.22
CONT1000769,BOL2024100769,2025-05-19,FUEL,658.2
CONT1000769,BOL2024100769,2025-05-19,ACCESSORIAL,750.97
CONT1000770,BOL2024100770,2025-03-02,BASE,5014.52
CONT1000770,BOL2024100770,2025-03-02,FUEL,892.44
CONT1000770,BOL2024100770,2025-03-02,ACCESSORIAL,695.44
CONT1000771,BOL2024100771,2024-03-13,BASE,4850.87
CONT1000771,BOL2024100771,2024-03-13,FUEL,953.91
CONT1000771,BOL2024100771,2024-03-13,DEMURRAGE,398.14
CONT1000772,BOL2024100772,2025-06-16,BASE,3695.84
CONT1000772,BOL2024100772,2025-06-16,FUEL,396.07
CONT1000772,BOL2024100772,2025-06-16,PRE_PULL,710.27
CONT1000773,BOL2024100773,2025-07-08,BASE,6322.39
CONT1000773,BOL2024100773,2025-07-08,FUEL,723.78
CONT1000774,BOL2024100774,2025-11-15,BASE,2409.53
CONT1000774,BOL2024100774,2025-11-15,FUEL,304.14
CONT1000774,BOL2024100774,2025-11-15,PRE_PULL,931.13
CONT1000774,BOL2024100774,2025-11-15,CHASSIS,144.72
CONT1000775,BOL2024100775,2025-04-21,BASE,4536.94
CONT1000775,BOL2024100775,2025-04-21,FUEL,821.34
CONT1000775,BOL2024100775,2025-04-21,DEMURRAGE,565.72
CONT1000775,BOL2024100775,2025-04-21,STORAGE,343.78
CONT1000775,BOL2024100775,2025-04-21,CHASSIS,153.33
CONT1000775,BOL2024100775,2025-04-21,ACCESSORIAL,794.95
CONT1000776,BOL2024100776,2025-12-06,BASE,3428.97
CONT1000776,BOL2024100776,2025-12-06,FUEL,597.94
CONT1000777,BOL2024100777,2024-03-21,BASE,4970.92
CONT1000777,BOL2024100777,2024-03-21,FUEL,1042.41
CONT1000777,BOL2024100777,2024-03-21,DEMURRAGE,386.96
CONT1000777,BOL2024100777,2024-03-21,DETENTION,195.64
CONT1000777,BOL2024100777,2024-03-21,PRE_PULL,465.22
CONT1000777,BOL2024100777,2024-03-21,CHASSIS,283.87
CONT1000778,BOL2024100778,2024-04-30,BASE,3295.41
CONT1000778,BOL2024100778,2024-04-30,FUEL,580.43
CONT1000779,BOL2024100779,2025-06-02,BASE,2735.76
CONT1000779,BOL2024100779,2025-06-02,FUEL,255.63
CONT1000780,BOL2024100780,2025-03-28,BASE,3034.79
CONT1000780,BOL2024100780,2025-03-28,FUEL,499.45
CONT1000780,BOL2024100780,2025-03-28,CHASSIS,527.7
CONT1000780,BOL2024100780,2025-03-28,ACCESSORIAL,255.39
CONT1000781,BOL2024100781,2024-04-06,BASE,6670.58
CONT1000781,BOL2024100781,2024-04-06,FUEL,1299.4
CONT1000781,BOL2024100781,2024-04-06,CHASSIS,382.02
CONT1000782,BOL2024100782,2024-12-09,BASE,5573.05
CONT1000782,BOL2024100782,2024-12-09,FUEL,526.99
CONT1000783,BOL2024100783,2025-06-07,BASE,5731.14
CONT1000783,BOL2024100783,2025-06-07,FUEL,979.55
CONT1000783,BOL2024100783,2025-06-07,CHASSIS,495.87
CONT1000784,BOL2024100784,2025-01-01,BASE,3850.67
CONT1000784,BOL2024100784,2025-01-01,FUEL,542.17
CONT1000784,BOL2024100784,2025-01-01,PRE_PULL,890.84
CONT1000785,BOL2024100785,2024-02-29,BASE,2922.16
CONT1000785,BOL2024100785,2024-02-29,FUEL,538.89
CONT1000785,BOL2024100785,2024-02-29,CHASSIS,535.57
CONT1000785,BOL2024100785,2024-02-29,ACCESSORIAL,351.42
CONT1000786,BOL2024100786,2025-10-04,BASE,4413.58
CONT1000786,BOL2024100786,2025-10-04,FUEL,951.69
CONT1000786,BOL2024100786,2025-10-04,DEMURRAGE,1131.29
CONT1000786,BOL2024100786,2025-10-04,DETENTION,987.59
CONT1000786,BOL2024100786,2025-10-04,PRE_PULL,964.6
CONT1000787,BOL2024100787,2024-09-15,BASE,4946.72
CONT1000787,BOL2024100787,2024-09-15,FUEL,540.61
CONT1000787,BOL2024100787,2024-09-15,CHASSIS,459.17
CONT1000788,BOL2024100788,2024-10-12,BASE,4558.4
CONT1000788,BOL2024100788,2024-10-12,FUEL,672.59
CONT1000788,BOL2024100788,2024-10-12,DEMURRAGE,1186.6
CONT1000788,BOL2024100788,2024-10-12,DETENTION,842.03
CONT1000788,BOL2024100788,2024-10-12,CHASSIS,212.38
CONT1000789,BOL2024100789,2025-10-06,BASE,3204.52
CONT1000789,BOL2024100789,2025-10-06,FUEL,643.7
CONT1000789,BOL2024100789,2025-10-06,DEMURRAGE,5547.41
CONT1000789,BOL2024100789,2025-10-06,PRE_PULL,552.95
CONT1000789,BOL2024100789,2025-10-06,CHASSIS,240.12
CONT1000790,BOL2024100790,2024-11-17,BASE,6806.06
CONT1000790,BOL2024100790,2024-11-17,FUEL,1061.38
CONT1000790,BOL2024100790,2024-11-17,ACCESSORIAL,446.85
CONT1000791,BOL2024100791,2025-06-19,BASE,2656.59
CONT1000791,BOL2024100791,2025-06-19,FUEL,256.0
CONT1000791,BOL2024100791,2025-06-19,ACCESSORIAL,124.63
CONT1000792,BOL2024100792,2024-06-08,BASE,5680.96
CONT1000792,BOL2024100792,2024-06-08,FUEL,959.67
CONT1000792,BOL2024100792,2024-06-08,DETENTION,2659.64
CONT1000792,BOL2024100792,2024-06-08,CHASSIS,547.67
CONT1000792,BOL2024100792,2024-06-08,ACCESSORIAL,720.62
CONT1000793,BOL2024100793,2025-01-25,BASE,2959.73
CONT1000793,BOL2024100793,2025-01-25,FUEL,281.22
CONT1000793,BOL2024100793,2025-01-25,PRE_PULL,792.25
CONT1000793,BOL2024100793,2025-01-25,CHASSIS,202.66
CONT1000793,BOL2024100793,2025-01-25,ACCESSORIAL,165.83
CONT1000794,BOL2024100794,2025-09-27,BASE,4205.46
CONT1000794,BOL2024100794,2025-09-27,FUEL,899.04
CONT1000794,BOL2024100794,2025-09-27,DEMURRAGE,1176.25
CONT1000794,BOL2024100794,2025-09-27,DETENTION,808.17
CONT1000795,BOL2024100795,2024-12-15,BASE,7433.04
CONT1000795,BOL2024100795,2024-12-15,FUEL,1598.46
CONT1000795,BOL2024100795,2024-12-15,CHASSIS,630.74
CONT1000796,BOL2024100796,2025-01-26,BASE,3780.39
CONT1000796,BOL2024100796,2025-01-26,FUEL,730.33
CONT1000796,BOL2024100796,2025-01-26,CHASSIS,609.21
CONT1000796,BOL2024100796,2025-01-26,ACCESSORIAL,669.15
CONT1000797,BOL2024100797,2025-06-29,BASE,3895.57
CONT1000797,BOL2024100797,2025-06-29,FUEL,481.4
CONT1000797,BOL2024100797,2025-06-29,CHASSIS,373.59
CONT1000798,BOL2024100798,2024-05-02,BASE,6324.27
CONT1000798,BOL2024100798,2024-05-02,FUEL,1188.88
CONT1000798,BOL2024100798,2024-05-02,CHASSIS,196.93
CONT1000798,BOL2024100798,2024-05-02,ACCESSORIAL,834.56
CONT1000799,BOL2024100799,2024-04-17,BASE,5099.68
CONT1000799,BOL2024100799,2024-04-17,FUEL,1110.1
CONT1000799,BOL2024100799,2024-04-17,CHASSIS,195.07
CONT1000800,BOL2024100800,2025-10-05,BASE,2851.88
CONT1000800,BOL2024100800,2025-10-05,FUEL,520.67
CONT1000800,BOL2024100800,2025-10-05,STORAGE,90.78
CONT1000800,BOL2024100800,2025-10-05,PRE_PULL,1028.94
CONT1000801,BOL2024100801,2025-09-03,BASE,3217.7
CONT1000801,BOL2024100801,2025-09-03,FUEL,706.7
CONT1000801,BOL2024100801,2025-09-03,CHASSIS,416.91
CONT1000802,BOL2024100802,2025-03-14,BASE,4276.99
CONT1000802,BOL2024100802,2025-03-14,FUEL,796.69
CONT1000803,BOL2024100803,2025-07-20,BASE,4408.59
CONT1000803,BOL2024100803,2025-07-20,FUEL,777.9
CONT1000803,BOL2024100803,2025-07-20,DEMURRAGE,554.61
CONT1000803,BOL2024100803,2025-07-20,PRE_PULL,1212.52
CONT1000804,BOL2024100804,2024-10-26,BASE,3534.08
CONT1000804,BOL2024100804,2024-10-26,FUEL,491.28
CONT1000804,BOL2024100804,2024-10-26,DEMURRAGE,101.38
CONT1000804,BOL2024100804,2024-10-26,DETENTION,123.77
CONT1000804,BOL2024100804,2024-10-26,CHASSIS,597.12
CONT1000805,BOL2024100805,2024-07-14,BASE,3078.28
CONT1000805,BOL2024100805,2024-07-14,FUEL,636.04
CONT1000805,BOL2024100805,2024-07-14,ACCESSORIAL,747.01
CONT1000806,BOL2024100806,2025-02-14,BASE,3085.0
CONT1000806,BOL2024100806,2025-02-14,FUEL,620.58
CONT1000806,BOL2024100806,2025-02-14,CHASSIS,401.73
CONT1000807,BOL2024100807,2024-11-13,BASE,3160.36
CONT1000807,BOL2024100807,2024-11-13,FUEL,565.32
CONT1000807,BOL2024100807,2024-11-13,PRE_PULL,598.2
CONT1000808,BOL2024100808,2025-07-28,BASE,4717.48
CONT1000808,BOL2024100808,2025-07-28,FUEL,428.45
CONT1000808,BOL2024100808,2025-07-28,PRE_PULL,556.2
CONT1000809,BOL2024100809,2024-04-03,BASE,3964.89
CONT1000809,BOL2024100809,2024-04-03,FUEL,513.99
CONT1000810,BOL2024100810,2025-11-30,BASE,4228.96
CONT1000810,BOL2024100810,2025-11-30,FUEL,558.71
CONT1000810,BOL2024100810,2025-11-30,DETENTION,287.04
CONT1000810,BOL2024100810,2025-11-30,CHASSIS,158.02
CONT1000811,BOL2024100811,2024-08-19,BASE,4569.35
CONT1000811,BOL2024100811,2024-08-19,FUEL,514.91
CONT1000811,BOL2024100811,2024-08-19,DEMURRAGE,260.95
CONT1000811,BOL2024100811,2024-08-19,DETENTION,184.76
CONT1000811,BOL2024100811,2024-08-19,CHASSIS,331.63
CONT1000812,BOL2024100812,2025-07-28,BASE,3998.55
CONT1000812,BOL2024100812,2025-07-28,FUEL,734.18
CONT1000812,BOL2024100812,2025-07-28,CHASSIS,324.64
CONT1000813,BOL2024100813,2025-02-16,BASE,3278.73
CONT1000813,BOL2024100813,2025-02-16,FUEL,413.09
CONT1000813,BOL2024100813,2025-02-16,CHASSIS,143.87
CONT1000814,BOL2024100814,2025-07-06,BASE,3291.58
CONT1000814,BOL2024100814,2025-07-06,FUEL,539.58
CONT1000814,BOL2024100814,2025-07-06,CHASSIS,616.5
CONT1000815,BOL2024100815,2025-07-31,BASE,4247.13
CONT1000815,BOL2024100815,2025-07-31,FUEL,585.58
CONT1000815,BOL2024100815,2025-07-31,CHASSIS,638.0
CONT1000816,BOL2024100816,2024-07-26,BASE,3149.47
CONT1000816,BOL2024100816,2024-07-26,FUEL,315.18
CONT1000816,BOL2024100816,2024-07-26,PRE_PULL,646.95
CONT1000816,BOL2024100816,2024-07-26,CHASSIS,263.96
CONT1000817,BOL2024100817,2025-02-04,BASE,3994.81
CONT1000817,BOL2024100817,2025-02-04,FUEL,707.75
CONT1000817,BOL2024100817,2025-02-04,CHASSIS,433.99
CONT1000818,BOL2024100818,2025-06-11,BASE,5794.14
CONT1000818,BOL2024100818,2025-06-11,FUEL,763.29
CONT1000818,BOL2024100818,2025-06-11,DEMURRAGE,347.16
CONT1000818,BOL2024100818,2025-06-11,PRE_PULL,516.38
CONT1000818,BOL2024100818,2025-06-11,CHASSIS,372.9
CONT1000819,BOL2024100819,2024-07-22,BASE,2401.48
CONT1000819,BOL2024100819,2024-07-22,FUEL,258.93
CONT1000819,BOL2024100819,2024-07-22,DEMURRAGE,2059.27
CONT1000819,BOL2024100819,2024-07-22,DETENTION,3197.51
CONT1000819,BOL2024100819,2024-07-22,STORAGE,1400.0
CONT1000819,BOL2024100819,2024-07-22,PRE_PULL,414.01
CONT1000820,BOL2024100820,2024-04-01,BASE,4827.26
CONT1000820,BOL2024100820,2024-04-01,FUEL,745.8
CONT1000821,BOL2024100821,2024-08-22,BASE,8226.13
CONT1000821,BOL2024100821,2024-08-22,FUEL,836.39
CONT1000822,BOL2024100822,2024-04-30,BASE,2605.22
CONT1000822,BOL2024100822,2024-04-30,FUEL,302.81
CONT1000822,BOL2024100822,2024-04-30,PRE_PULL,1026.71
CONT1000823,BOL2024100823,2024-08-18,BASE,3603.99
CONT1000823,BOL2024100823,2024-08-18,FUEL,767.88
CONT1000824,BOL2024100824,2024-08-21,BASE,3695.72
CONT1000824,BOL2024100824,2024-08-21,FUEL,604.8
CONT1000824,BOL2024100824,2024-08-21,ACCESSORIAL,398.55
CONT1000825,BOL2024100825,2025-06-02,BASE,3985.91
CONT1000825,BOL2024100825,2025-06-02,FUEL,629.85
CONT1000825,BOL2024100825,2025-06-02,CHASSIS,159.32
CONT1000826,BOL2024100826,2024-06-17,BASE,3593.81
CONT1000826,BOL2024100826,2024-06-17,FUEL,740.74
CONT1000826,BOL2024100826,2024-06-17,CHASSIS,162.35
CONT1000827,BOL2024100827,2025-04-06,BASE,4085.44
CONT1000827,BOL2024100827,2025-04-06,FUEL,776.9
CONT1000827,BOL2024100827,2025-04-06,PRE_PULL,744.06
CONT1000827,BOL2024100827,2025-04-06,CHASSIS,326.38
CONT1000828,BOL2024100828,2025-10-08,BASE,4540.99
CONT1000828,BOL2024100828,2025-10-08,FUEL,680.47
CONT1000829,BOL2024100829,2025-12-25,BASE,4347.27
CONT1000829,BOL2024100829,2025-12-25,FUEL,935.96
CONT1000829,BOL2024100829,2025-12-25,DEMURRAGE,1441.65
CONT1000830,BOL2024100830,2025-07-29,BASE,3577.0
CONT1000830,BOL2024100830,2025-07-29,FUEL,432.24
CONT1000830,BOL2024100830,2025-07-29,CHASSIS,618.57
CONT1000831,BOL2024100831,2025-04-19,BASE,8019.21
CONT1000831,BOL2024100831,2025-04-19,FUEL,1660.09
CONT1000831,BOL2024100831,2025-04-19,PRE_PULL,532.71
CONT1000831,BOL2024100831,2025-04-19,CHASSIS,439.39
CONT1000832,BOL2024100832,2024-05-23,BASE,7760.84
CONT1000832,BOL2024100832,2024-05-23,FUEL,1084.11
CONT1000832,BOL2024100832,2024-05-23,PRE_PULL,519.54
CONT1000832,BOL2024100832,2024-05-23,CHASSIS,625.52
CONT1000832,BOL2024100832,2024-05-23,ACCESSORIAL,600.81
CONT1000833,BOL2024100833,2024-12-16,BASE,4599.79
CONT1000833,BOL2024100833,2024-12-16,FUEL,794.85
CONT1000833,BOL2024100833,2024-12-16,CHASSIS,243.58
CONT1000834,BOL2024100834,2024-03-12,BASE,2805.25
CONT1000834,BOL2024100834,2024-03-12,FUEL,310.29
CONT1000834,BOL2024100834,2024-03-12,DEMURRAGE,650.29
CONT1000834,BOL2024100834,2024-03-12,PRE_PULL,371.17
CONT1000835,BOL2024100835,2025-12-13,BASE,3377.5
CONT1000835,BOL2024100835,2025-12-13,FUEL,658.55
CONT1000835,BOL2024100835,2025-12-13,PRE_PULL,1243.87
CONT1000835,BOL2024100835,2025-12-13,CHASSIS,418.41
CONT1000835,BOL2024100835,2025-12-13,ACCESSORIAL,436.63
CONT1000836,BOL2024100836,2024-07-25,BASE,4980.65
CONT1000836,BOL2024100836,2024-07-25,FUEL,759.01
CONT1000836,BOL2024100836,2024-07-25,CHASSIS,120.63
CONT1000837,BOL2024100837,2025-09-13,BASE,3578.42
CONT1000837,BOL2024100837,2025-09-13,FUEL,583.15
CONT1000837,BOL2024100837,2025-09-13,PRE_PULL,625.55
CONT1000838,BOL2024100838,2025-04-24,BASE,3925.32
CONT1000838,BOL2024100838,2025-04-24,FUEL,742.38
CONT1000838,BOL2024100838,2025-04-24,PRE_PULL,710.82
CONT1000838,BOL2024100838,2025-04-24,CHASSIS,423.37
CONT1000839,BOL2024100839,2025-09-03,BASE,4060.64
CONT1000839,BOL2024100839,2025-09-03,FUEL,852.88
CONT1000839,BOL2024100839,2025-09-03,CHASSIS,342.49
CONT1000839,BOL2024100839,2025-09-03,ACCESSORIAL,242.99
CONT1000840,BOL2024100840,2025-03-16,BASE,8985.47
CONT1000840,BOL2024100840,2025-03-16,FUEL,1307.04
CONT1000840,BOL2024100840,2025-03-16,STORAGE,181.66
CONT1000840,BOL2024100840,2025-03-16,CHASSIS,295.23
CONT1000841,BOL2024100841,2024-05-15,BASE,4908.35
CONT1000841,BOL2024100841,2024-05-15,FUEL,597.61
CONT1000842,BOL2024100842,2024-08-03,BASE,4357.29
CONT1000842,BOL2024100842,2024-08-03,FUEL,658.53
CONT1000842,BOL2024100842,2024-08-03,CHASSIS,432.1
CONT1000843,BOL2024100843,2025-10-28,BASE,3481.14
CONT1000843,BOL2024100843,2025-10-28,FUEL,436.58
CONT1000843,BOL2024100843,2025-10-28,CHASSIS,446.72
CONT1000844,BOL2024100844,2025-02-24,BASE,5096.08
CONT1000844,BOL2024100844,2025-02-24,FUEL,751.06
CONT1000845,BOL2024100845,2025-11-08,BASE,4871.65
CONT1000845,BOL2024100845,2025-11-08,FUEL,796.55
CONT1000845,BOL2024100845,2025-11-08,PRE_PULL,473.62
CONT1000846,BOL2024100846,2024-08-18,BASE,4348.65
CONT1000846,BOL2024100846,2024-08-18,FUEL,517.3
CONT1000846,BOL2024100846,2024-08-18,ACCESSORIAL,127.65
CONT1000847,BOL2024100847,2025-12-26,BASE,3438.69
CONT1000847,BOL2024100847,2025-12-26,FUEL,517.78
CONT1000847,BOL2024100847,2025-12-26,DETENTION,416.18
CONT1000847,BOL2024100847,2025-12-26,STORAGE,339.91
CONT1000848,BOL2024100848,2025-07-20,BASE,5559.11
CONT1000848,BOL2024100848,2025-07-20,FUEL,616.75
CONT1000848,BOL2024100848,2025-07-20,PRE_PULL,956.98
CONT1000848,BOL2024100848,2025-07-20,CHASSIS,346.08
CONT1000849,BOL2024100849,2024-11-03,BASE,3057.36
CONT1000849,BOL2024100849,2024-11-03,FUEL,306.31
CONT1000849,BOL2024100849,2024-11-03,CHASSIS,445.46
CONT1000850,BOL2024100850,2025-04-01,BASE,4965.26
CONT1000850,BOL2024100850,2025-04-01,FUEL,847.57
CONT1000850,BOL2024100850,2025-04-01,PRE_PULL,900.55
CONT1000850,BOL2024100850,2025-04-01,CHASSIS,304.8
CONT1000851,BOL2024100851,2025-07-18,BASE,3188.74
CONT1000851,BOL2024100851,2025-07-18,FUEL,559.53
CONT1000851,BOL2024100851,2025-07-18,PRE_PULL,618.68
CONT1000852,BOL2024100852,2025-09-14,BASE,3325.14
CONT1000852,BOL2024100852,2025-09-14,FUEL,412.4
CONT1000852,BOL2024100852,2025-09-14,CHASSIS,515.02
CONT1000853,BOL2024100853,2025-10-22,BASE,3260.7
CONT1000853,BOL2024100853,2025-10-22,FUEL,402.57
CONT1000853,BOL2024100853,2025-10-22,CHASSIS,539.6
CONT1000854,BOL2024100854,2024-11-02,BASE,3254.99
CONT1000854,BOL2024100854,2024-11-02,FUEL,344.28
CONT1000854,BOL2024100854,2024-11-02,STORAGE,200.48
CONT1000855,BOL2024100855,2024-05-15,BASE,3078.88
CONT1000855,BOL2024100855,2024-05-15,FUEL,559.55
CONT1000855,BOL2024100855,2024-05-15,PRE_PULL,598.21
CONT1000855,BOL2024100855,2024-05-15,ACCESSORIAL,432.68
CONT1000856,BOL2024100856,2024-11-13,BASE,3033.96
CONT1000856,BOL2024100856,2024-11-13,FUEL,620.5
CONT1000856,BOL2024100856,2024-11-13,CHASSIS,259.81
CONT1000857,BOL2024100857,2025-09-11,BASE,7271.38
CONT1000857,BOL2024100857,2025-09-11,FUEL,1293.45
CONT1000857,BOL2024100857,2025-09-11,ACCESSORIAL,201.04
CONT1000858,BOL2024100858,2025-10-06,BASE,5024.4
CONT1000858,BOL2024100858,2025-10-06,FUEL,666.56
CONT1000858,BOL2024100858,2025-10-06,DEMURRAGE,559.75
CONT1000858,BOL2024100858,2025-10-06,DETENTION,776.7
CONT1000858,BOL2024100858,2025-10-06,CHASSIS,503.48
CONT1000859,BOL2024100859,2024-10-08,BASE,3011.87
CONT1000859,BOL2024100859,2024-10-08,FUEL,496.45
CONT1000859,BOL2024100859,2024-10-08,PRE_PULL,439.78
CONT1000860,BOL2024100860,2024-03-16,BASE,2841.54
CONT1000860,BOL2024100860,2024-03-16,FUEL,613.07
CONT1000860,BOL2024100860,2024-03-16,DEMURRAGE,373.47
CONT1000860,BOL2024100860,2024-03-16,DETENTION,507.03
CONT1000860,BOL2024100860,2024-03-16,CHASSIS,181.03
CONT1000861,BOL2024100861,2025-01-17,BASE,3740.46
CONT1000861,BOL2024100861,2025-01-17,FUEL,357.72
CONT1000861,BOL2024100861,2025-01-17,PRE_PULL,621.22
CONT1000861,BOL2024100861,2025-01-17,CHASSIS,571.36
CONT1000862,BOL2024100862,2024-09-25,BASE,6434.41
CONT1000862,BOL2024100862,2024-09-25,FUEL,819.22
CONT1000862,BOL2024100862,2024-09-25,PRE_PULL,683.49
CONT1000863,BOL2024100863,2024-10-12,BASE,7021.3
CONT1000863,BOL2024100863,2024-10-12,FUEL,1166.44
CONT1000864,BOL2024100864,2025-02-02,BASE,2504.42
CONT1000864,BOL2024100864,2025-02-02,FUEL,228.71
CONT1000864,BOL2024100864,2025-02-02,CHASSIS,267.41
CONT1000865,BOL2024100865,2025-10-30,BASE,3611.94
CONT1000865,BOL2024100865,2025-10-30,FUEL,468.0
CONT1000865,BOL2024100865,2025-10-30,CHASSIS,198.64
CONT1000866,BOL2024100866,2025-01-10,BASE,4110.63
CONT1000866,BOL2024100866,2025-01-10,FUEL,672.72
CONT1000866,BOL2024100866,2025-01-10,ACCESSORIAL,197.49
CONT1000867,BOL2024100867,2024-12-07,BASE,8265.29
CONT1000867,BOL2024100867,2024-12-07,FUEL,1126.15
CONT1000867,BOL2024100867,2024-12-07,DETENTION,536.79
CONT1000867,BOL2024100867,2024-12-07,CHASSIS,228.14
CONT1000868,BOL2024100868,2025-06-22,BASE,8859.74
CONT1000868,BOL2024100868,2025-06-22,FUEL,1181.28
CONT1000868,BOL2024100868,2025-06-22,CHASSIS,578.09
CONT1000869,BOL2024100869,2025-05-18,BASE,3880.54
CONT1000869,BOL2024100869,2025-05-18,FUEL,649.36
CONT1000869,BOL2024100869,2025-05-18,DETENTION,192.23
CONT1000869,BOL2024100869,2025-05-18,CHASSIS,298.81
CONT1000870,BOL2024100870,2024-03-09,BASE,4297.11
CONT1000870,BOL2024100870,2024-03-09,FUEL,650.05
CONT1000871,BOL2024100871,2025-01-24,BASE,3955.06
CONT1000871,BOL2024100871,2025-01-24,FUEL,577.17
CONT1000871,BOL2024100871,2025-01-24,STORAGE,1479.61
CONT1000871,BOL2024100871,2025-01-24,PRE_PULL,898.54
CONT1000871,BOL2024100871,2025-01-24,CHASSIS,620.52
CONT1000871,BOL2024100871,2025-01-24,ACCESSORIAL,288.43
CONT1000872,BOL2024100872,2024-10-11,BASE,3409.39
CONT1000872,BOL2024100872,2024-10-11,FUEL,439.08
CONT1000872,BOL2024100872,2024-10-11,ACCESSORIAL,618.78
CONT1000873,BOL2024100873,2024-09-07,BASE,3510.34
CONT1000873,BOL2024100873,2024-09-07,FUEL,416.91
CONT1000873,BOL2024100873,2024-09-07,DEMURRAGE,1881.74
CONT1000873,BOL2024100873,2024-09-07,DETENTION,2093.58
CONT1000873,BOL2024100873,2024-09-07,CHASSIS,316.62
CONT1000874,BOL2024100874,2025-02-14,BASE,8959.58
CONT1000874,BOL2024100874,2025-02-14,FUEL,1151.85
CONT1000874,BOL2024100874,2025-02-14,PRE_PULL,521.44
CONT1000874,BOL2024100874,2025-02-14,CHASSIS,335.92
