container_id,bol,origin_port,destination_port,carrier,mode,sku_count,container_value_usd,criticality,planned_departure_date,planned_arrival_date,actual_arrival_date,delay_days,CUSTOMS_RELEASED,DELIVERED_TO_NODE,DESTINATION_GATE_OUT,DESTINATION_PORT_ARRIVAL,EMPTY_RETURNED,LOADED_ON_VESSEL,ORIGIN_GATE_IN,VESSEL_DEPARTED,VESSEL_DISCHARGE,port_arrival_to_discharge_days,discharge_to_customs_days,customs_to_gateout_days,gateout_to_delivery_days,delivery_to_empty_return_days,arrival_to_empty_return_days,ACCESSORIAL,BASE,CHASSIS,DEMURRAGE,DETENTION,FUEL,PRE_PULL,STORAGE,total_accessorial_cost,total_cost,has_accessorial_risk,delay_risk_label,recommended_action_label
CONT1000725,BOL2024100725,Yantian,Long Beach,GlobalMar,STANDARD_OCEAN,137,75746.54,MEDIUM,2024-10-11,2024-10-30,2024-11-06,7,2024-11-12,2024-11-17,2024-11-15,2024-11-06,2024-11-18,2024-10-09,2024-10-05,2024-10-11,2024-11-09,3,3,3,2,1,12,0.0,3575.44,314.45,0.0,0.0,328.29,0.0,0.0,314.45,4218.18,0,1,WAIT_AND_MONITOR
CONT1000726,BOL2024100726,Ningbo,Savannah,NorthStar,STANDARD_OCEAN,28,92209.29,LOW,2025-02-16,2025-03-13,2025-03-13,0,2025-03-16,2025-03-21,2025-03-21,2025-03-13,2025-03-26,2025-02-14,2025-02-11,2025-02-16,2025-03-14,1,2,5,0,5,13,0.0,3960.1,565.96,0.0,0.0,546.16,0.0,0.0,565.96,5072.22,0,0,WAIT_AND_MONITOR
CONT1000727,BOL2024100727,Busan,New York/New Jersey,PacificLine,STANDARD_OCEAN,135,81919.17,LOW,2025-04-03,2025-04-23,2025-04-28,5,2025-05-03,2025-05-08,2025-05-04,2025-04-28,2025-05-12,2025-04-01,2025-03-28,2025-04-03,2025-04-29,1,4,1,4,4,14,0.0,4940.75,612.83,0.0,201.14,740.45,0.0,192.07,1006.04,6687.24,1,0,WAIT_AND_MONITOR
CONT1000728,BOL2024100728,Busan,Seattle,BlueWave,PREMIUM_OCEAN,111,31580.56,LOW,2025-05-24,2025-06-07,2025-06-16,9,2025-06-20,2025-06-26,2025-06-24,2025-06-16,2025-06-29,2025-05-21,2025-05-15,2025-05-24,2025-06-16,0,4,4,2,3,13,0.0,5195.33,311.89,0.0,0.0,813.48,0.0,0.0,311.89,6320.7,0,1,WAIT_AND_MONITOR
CONT1000729,BOL2024100729,Busan,Los Angeles,PacificLine,STANDARD_OCEAN,31,49778.69,LOW,2025-07-16,2025-08-03,2025-08-10,7,2025-08-15,2025-08-18,2025-08-15,2025-08-10,2025-08-20,2025-07-13,2025-07-09,2025-07-16,2025-08-10,0,5,0,3,2,10,0.0,2569.24,139.17,0.0,0.0,425.36,620.45,0.0,759.62,3754.2200000000003,1,1,WAIT_AND_MONITOR
CONT1000730,BOL2024100730,Ho Chi Minh,Savannah,GlobalMar,PREMIUM_OCEAN,124,89623.8,MEDIUM,2025-06-04,2025-07-05,2025-07-06,1,2025-07-10,2025-07-14,2025-07-14,2025-07-06,2025-07-15,2025-06-01,2025-05-26,2025-06-04,2025-07-08,2,2,4,0,1,9,0.0,9336.97,482.97,0.0,0.0,1315.55,0.0,0.0,482.97,11135.489999999998,0,0,WAIT_AND_MONITOR
CONT1000731,BOL2024100731,Yantian,Seattle,BlueWave,STANDARD_OCEAN,92,29782.15,MEDIUM,2024-08-16,2024-09-17,2024-09-20,3,2024-09-26,2024-09-28,2024-09-27,2024-09-20,2024-10-07,2024-08-15,2024-08-09,2024-08-16,2024-09-22,2,4,1,1,9,17,0.0,4093.05,420.8,0.0,0.0,468.71,0.0,0.0,420.8,4982.56,0,0,WAIT_AND_MONITOR
CONT1000732,BOL2024100732,Ho Chi Minh,Savannah,PacificLine,PREMIUM_OCEAN,37,56850.14,LOW,2025-04-29,2025-05-24,2025-05-25,1,2025-05-28,2025-05-31,2025-05-29,2025-05-25,2025-06-06,2025-04-26,2025-04-23,2025-04-29,2025-05-26,1,2,1,2,6,12,0.0,6415.81,208.66,0.0,0.0,829.56,0.0,0.0,208.66,7454.030000000001,0,0,WAIT_AND_MONITOR
CONT1000733,BOL2024100733,Shanghai,Houston,OceanBridge,STANDARD_OCEAN,98,73461.98,MEDIUM,2024-01-03,2024-01-31,2024-02-09,9,2024-02-10,2024-02-10,2024-02-10,2024-02-09,2024-02-19,2024-01-02,2023-12-28,2024-01-03,2024-02-10,1,0,0,0,9,10,0.0,2931.36,0.0,331.47,504.62,586.41,0.0,0.0,836.09,4353.86,1,1,UPGRADE_TO_PREMIUM_OPTION
CONT1000734,BOL2024100734,Singapore,Seattle,PacificLine,STANDARD_OCEAN,35,65960.65,LOW,2025-06-18,2025-07-17,2025-07-17,0,2025-07-23,2025-07-24,2025-07-23,2025-07-17,2025-07-29,2025-06-15,2025-06-15,2025-06-18,2025-07-20,3,3,0,1,5,12,0.0,2728.92,0.0,0.0,0.0,350.44,0.0,0.0,0.0,3079.36,0,0,WAIT_AND_MONITOR
CONT1000735,BOL2024100735,Shanghai,Long Beach,NorthStar,STANDARD_OCEAN,112,65542.96,MEDIUM,2024-05-23,2024-07-02,2024-07-19,17,2024-07-25,2024-07-31,2024-07-30,2024-07-19,2024-08-01,2024-05-22,2024-05-18,2024-05-23,2024-07-20,1,5,5,1,1,13,0.0,3116.03,618.64,2609.85,2000.5,598.77,0.0,0.0,5228.990000000001,8943.789999999999,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1000736,BOL2024100736,Shanghai,Seattle,PacificLine,STANDARD_OCEAN,38,88193.66,MEDIUM,2024-07-19,2024-08-12,2024-08-12,0,2024-08-15,2024-08-23,2024-08-20,2024-08-12,2024-08-26,2024-07-16,2024-07-14,2024-07-19,2024-08-12,0,3,5,3,3,14,481.16,3953.45,173.75,0.0,0.0,520.56,0.0,0.0,654.9100000000001,5128.92,0,0,WAIT_AND_MONITOR
CONT1000737,BOL2024100737,Busan,Long Beach,NorthStar,PREMIUM_OCEAN,19,43808.46,LOW,2024-07-14,2024-08-07,2024-08-11,4,2024-08-13,2024-08-13,2024-08-13,2024-08-11,2024-08-22,2024-07-11,2024-07-05,2024-07-14,2024-08-13,2,0,0,0,9,11,0.0,7212.22,381.29,0.0,0.0,1480.07,830.42,0.0,1211.71,9904.000000000002,1,0,WAIT_AND_MONITOR
CONT1000738,BOL2024100738,Singapore,Houston,PacificLine,STANDARD_OCEAN,123,126915.97,LOW,2024-05-06,2024-06-17,2024-06-17,0,2024-06-20,2024-06-24,2024-06-20,2024-06-17,2024-07-04,2024-05-03,2024-04-28,2024-05-06,2024-06-20,3,0,0,4,10,17,0.0,5161.72,512.15,0.0,0.0,1102.28,0.0,0.0,512.15,6776.15,0,0,WAIT_AND_MONITOR
CONT1000739,BOL2024100739,Busan,Houston,PacificLine,STANDARD_OCEAN,9,46278.35,LOW,2025-05-31,2025-06-22,2025-07-08,16,2025-07-12,2025-07-18,2025-07-16,2025-07-08,2025-07-24,2025-05-30,2025-05-27,2025-05-31,2025-07-11,3,1,4,2,6,16,0.0,5004.85,0.0,1818.67,1741.59,546.42,942.21,1162.77,5665.240000000001,11216.510000000002,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1000740,BOL2024100740,Ho Chi Minh,Houston,BlueWave,PREMIUM_OCEAN,138,214834.16,MEDIUM,2025-07-20,2025-08-16,2025-08-29,13,2025-08-31,2025-09-05,2025-09-02,2025-08-29,2025-09-09,2025-07-17,2025-07-14,2025-07-20,2025-08-29,0,2,2,3,4,11,0.0,7483.2,0.0,1063.05,1024.95,1043.42,0.0,532.38,2620.38,11146.999999999998,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1000741,BOL2024100741,Ningbo,Houston,PacificLine,STANDARD_OCEAN,40,38881.39,MEDIUM,2024-06-26,2024-08-06,2024-08-11,5,2024-08-17,2024-08-22,2024-08-19,2024-08-11,2024-08-24,2024-06-24,2024-06-23,2024-06-26,2024-08-14,3,3,2,3,2,13,0.0,2775.14,622.03,0.0,0.0,598.15,0.0,0.0,622.03,3995.3199999999997,0,0,WAIT_AND_MONITOR
CONT1000742,BOL2024100742,Shanghai,New York/New Jersey,PacificLine,STANDARD_OCEAN,137,15965.0,MEDIUM,2025-09-12,2025-10-10,2025-10-13,3,2025-10-18,2025-10-24,2025-10-20,2025-10-13,2025-11-02,2025-09-10,2025-09-08,2025-09-12,2025-10-15,2,3,2,4,9,20,0.0,5127.5,473.36,0.0,0.0,585.9,0.0,0.0,473.36,6186.759999999999,0,0,WAIT_AND_MONITOR
CONT1000743,BOL2024100743,Busan,New York/New Jersey,PacificLine,PREMIUM_OCEAN,95,83984.24,MEDIUM,2024-09-11,2024-10-03,2024-10-06,3,2024-10-09,2024-10-17,2024-10-14,2024-10-06,2024-10-23,2024-09-09,2024-09-07,2024-09-11,2024-10-06,0,3,5,3,6,17,243.75,6513.95,0.0,0.0,0.0,785.98,584.67,0.0,828.42,8128.35,1,0,WAIT_AND_MONITOR
CONT1000744,BOL2024100744,Yantian,New York/New Jersey,OceanBridge,STANDARD_OCEAN,139,29979.78,LOW,2024-05-21,2024-06-21,2024-06-21,0,2024-06-24,2024-06-29,2024-06-25,2024-06-21,2024-06-30,2024-05-18,2024-05-12,2024-05-21,2024-06-21,0,3,1,4,1,9,0.0,4682.66,161.1,0.0,0.0,913.86,0.0,0.0,161.1,5757.62,0,0,WAIT_AND_MONITOR
CONT1000745,BOL2024100745,Yantian,Houston,PacificLine,STANDARD_OCEAN,63,22357.64,MEDIUM,2024-11-17,2024-12-27,2025-01-03,7,2025-01-08,2025-01-15,2025-01-11,2025-01-03,2025-01-17,2024-11-16,2024-11-11,2024-11-17,2025-01-06,3,2,3,4,2,14,0.0,4377.94,335.0,0.0,0.0,602.23,0.0,0.0,335.0,5315.17,0,1,WAIT_AND_MONITOR
CONT1000746,BOL2024100746,Ningbo,Long Beach,PacificLine,STANDARD_OCEAN,41,63295.48,LOW,2024-10-24,2024-12-02,2024-12-17,15,2024-12-20,2024-12-25,2024-12-25,2024-12-17,2024-12-27,2024-10-22,2024-10-16,2024-10-24,2024-12-19,2,1,5,0,2,10,0.0,3446.81,485.61,1651.64,1341.61,632.28,701.36,0.0,4180.22,8259.31,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1000747,BOL2024100747,Singapore,Houston,OceanBridge,STANDARD_OCEAN,90,51647.53,MEDIUM,2025-05-30,2025-07-04,2025-07-22,18,2025-07-26,2025-07-31,2025-07-30,2025-07-22,2025-08-02,2025-05-29,2025-05-23,2025-05-30,2025-07-23,1,3,4,1,2,11,0.0,4290.39,644.89,1693.9,1814.53,664.66,0.0,1171.73,5325.05,10280.099999999999,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
CONT1000748,BOL2024100748,Singapore,Los Angeles,GlobalMar,STANDARD_OCEAN,114,47756.15,LOW,2025-07-29,2025-08-31,2025-09-08,8,2025-09-15,2025-09-24,2025-09-20,2025-09-08,2025-09-28,2025-07-27,2025-07-25,2025-07-29,2025-09-11,3,4,5,4,4,20,272.35,4420.89,311.06,0.0,0.0,939.69,0.0,347.28,930.6899999999999,6291.27,1,1,WAIT_AND_MONITOR
CONT1000749,BOL2024100749,Singapore,Houston,PacificLine,STANDARD_OCEAN,11,27918.88,MEDIUM,2024-10-19,2024-11-19,2024-11-22,3,2024-11-27,2024-12-01,2024-11-29,2024-11-22,2024-12-04,2024-10-17,2024-10-16,2024-10-19,2024-11-24,2,3,2,2,3,12,0.0,3438.01,0.0,0.0,0.0,520.46,703.72,0.0,703.72,4662.1900000000005,0,0,WAIT_AND_MONITOR
CONT1000750,BOL2024100750,Ho Chi Minh,Los Angeles,BlueWave,STANDARD_OCEAN,21,39481.33,LOW,2025-01-25,2025-02-16,2025-02-16,0,2025-02-19,2025-02-22,2025-02-21,2025-02-16,2025-03-03,2025-01-23,2025-01-22,2025-01-25,2025-02-19,3,0,2,1,9,15,0.0,5007.34,0.0,0.0,0.0,837.75,0.0,0.0,0.0,5845.09,0,0,WAIT_AND_MONITOR
CONT1000751,BOL2024100751,Singapore,Los Angeles,OceanBridge,STANDARD_OCEAN,49,51591.29,LOW,2024-09-30,2024-11-11,2024-11-13,2,2024-11-18,2024-11-24,2024-11-23,2024-11-13,2024-11-30,2024-09-28,2024-09-21,2024-09-30,2024-11-16,3,2,5,1,6,17,0.0,5094.37,600.15,0.0,0.0,500.6,0.0,0.0,600.15,6195.12,0,0,WAIT_AND_MONITOR
CONT1000752,BOL2024100752,Yantian,Houston,GlobalMar,PREMIUM_OCEAN,60,53418.53,HIGH,2024-05-29,2024-06-13,2024-06-19,6,2024-06-26,2024-06-30,2024-06-30,2024-06-19,2024-07-02,2024-05-26,2024-05-23,2024-05-29,2024-06-22,3,4,4,0,2,13,0.0,5394.42,0.0,165.05,0.0,609.68,0.0,0.0,165.05,6169.150000000001,0,0,WAIT_AND_MONITOR
CONT1000753,BOL2024100753,Ho Chi Minh,Los Angeles,GlobalMar,STANDARD_OCEAN,65,83118.23,LOW,2025-04-08,2025-04-29,2025-05-07,8,2025-05-10,2025-05-11,2025-05-11,2025-05-07,2025-05-14,2025-04-05,2025-04-02,2025-04-08,2025-05-07,0,3,1,0,3,7,0.0,3899.36,606.04,513.59,442.9,811.35,0.0,0.0,1562.53,6273.24,1,1,WAIT_AND_MONITOR
CONT1000754,BOL2024100754,Singapore,Houston,PacificLine,STANDARD_OCEAN,138,25231.19,MEDIUM,2025-02-02,2025-02-27,2025-03-02,3,2025-03-03,2025-03-07,2025-03-04,2025-03-02,2025-03-09,2025-01-30,2025-01-26,2025-02-02,2025-03-02,0,1,1,3,2,7,0.0,3257.78,0.0,0.0,0.0,330.27,516.83,0.0,516.83,4104.88,0,0,WAIT_AND_MONITOR
CONT1000755,BOL2024100755,Singapore,Seattle,BlueWave,STANDARD_OCEAN,114,80485.9,MEDIUM,2025-01-25,2025-02-24,2025-02-24,0,2025-02-28,2025-03-09,2025-03-05,2025-02-24,2025-03-17,2025-01-23,2025-01-22,2025-01-25,2025-02-27,3,1,5,4,8,21,0.0,3517.48,425.13,0.0,0.0,381.78,0.0,0.0,425.13,4324.39,0,0,WAIT_AND_MONITOR
CONT1000756,BOL2024100756,Singapore,Seattle,PacificLine,STANDARD_OCEAN,72,25384.2,LOW,2024-02-25,2024-03-14,2024-03-24,10,2024-03-30,2024-04-01,2024-03-30,2024-03-24,2024-04-03,2024-02-22,2024-02-21,2024-02-25,2024-03-27,3,3,0,2,2,10,0.0,3511.81,609.0,0.0,0.0,701.49,451.56,0.0,1060.56,5273.860000000001,1,1,WAIT_AND_MONITOR
CONT1000757,BOL2024100757,Ningbo,Savannah,NorthStar,STANDARD_OCEAN,102,31156.96,LOW,2024-08-18,2024-09-25,2024-10-06,11,2024-10-12,2024-10-18,2024-10-14,2024-10-06,2024-10-24,2024-08-16,2024-08-12,2024-08-18,2024-10-08,2,4,2,4,6,18,0.0,2437.93,500.22,564.68,0.0,495.18,0.0,416.61,1481.51,4414.62,1,1,WAIT_AND_MONITOR
CONT1000758,BOL2024100758,Ho Chi Minh,Savannah,PacificLine,STANDARD_OCEAN,57,26977.61,LOW,2024-07-20,2024-08-31,2024-09-02,2,2024-09-04,2024-09-10,2024-09-06,2024-09-02,2024-09-14,2024-07-17,2024-07-13,2024-07-20,2024-09-03,1,1,2,4,4,12,183.13,5164.44,0.0,0.0,0.0,643.18,0.0,0.0,183.13,5990.75,0,0,WAIT_AND_MONITOR
CONT1000759,BOL2024100759,Yantian,New York/New Jersey,OceanBridge,STANDARD_OCEAN,52,43883.44,MEDIUM,2024-03-17,2024-04-09,2024-04-19,10,2024-04-25,2024-05-01,2024-04-29,2024-04-19,2024-05-09,2024-03-14,2024-03-08,2024-03-17,2024-04-21,2,4,4,2,8,20,0.0,4678.19,0.0,849.13,0.0,453.05,0.0,433.41,1282.54,6413.78,1,1,UPGRADE_TO_PREMIUM_OPTION
CONT1000760,BOL2024100760,Singapore,Savannah,BlueWave,STANDARD_OCEAN,117,60823.97,MEDIUM,2025-01-21,2025-02-09,2025-02-16,7,2025-02-23,2025-03-01,2025-02-28,2025-02-16,2025-03-04,2025-01-20,2025-01-15,2025-01-21,2025-02-18,2,5,5,1,3,16,0.0,3093.87,0.0,0.0,0.0,639.33,0.0,0.0,0.0,3733.2,0,1,WAIT_AND_MONITOR
CONT1000761,BOL2024100761,Yantian,Savannah,GlobalMar,STANDARD_OCEAN,73,26738.74,MEDIUM,2024-05-13,2024-06-05,2024-06-10,5,2024-06-13,2024-06-18,2024-06-15,2024-06-10,2024-06-21,2024-05-10,2024-05-06,2024-05-13,2024-06-13,3,0,2,3,3,11,705.29,4686.42,233.15,0.0,0.0,605.16,1147.52,0.0,2085.96,7377.54,1,0,WAIT_AND_MONITOR
CONT1000762,BOL2024100762,Shanghai,Seattle,NorthStar,STANDARD_OCEAN,47,87247.16,HIGH,2024-06-07,2024-06-26,2024-06-26,0,2024-06-26,2024-06-29,2024-06-28,2024-06-26,2024-07-03,2024-06-05,2024-06-03,2024-06-07,2024-06-26,0,0,2,1,4,7,0.0,3667.85,0.0,0.0,0.0,526.87,0.0,0.0,0.0,4194.72,0,0,WAIT_AND_MONITOR
CONT1000763,BOL2024100763,Yantian,Savannah,BlueWave,STANDARD_OCEAN,85,23198.85,MEDIUM,2025-10-02,2025-11-08,2025-11-08,0,2025-11-13,2025-11-13,2025-11-13,2025-11-08,2025-11-23,2025-10-01,2025-09-24,2025-10-02,2025-11-11,3,2,0,0,10,15,0.0,3032.82,0.0,0.0,0.0,651.86,376.99,0.0,376.99,4061.67,0,0,WAIT_AND_MONITOR
CONT1000764,BOL2024100764,Busan,Savannah,PacificLine,STANDARD_OCEAN,89,46278.65,LOW,2025-01-01,2025-01-21,2025-01-24,3,2025-01-25,2025-01-31,2025-01-27,2025-01-24,2025-02-04,2024-12-29,2024-12-26,2025-01-01,2025-01-25,1,0,2,4,4,11,0.0,4207.73,0.0,0.0,0.0,778.48,0.0,0.0,0.0,4986.209999999999,0,0,WAIT_AND_MONITOR
CONT1000765,BOL2024100765,Ho Chi Minh,Long Beach,OceanBridge,STANDARD_OCEAN,137,44894.43,LOW,2025-06-17,2025-07-07,2025-07-07,0,2025-07-08,2025-07-12,2025-07-10,2025-07-07,2025-07-19,2025-06-14,2025-06-12,2025-06-17,2025-07-07,0,1,2,2,7,12,369.95,5032.41,183.73,0.0,0.0,990.65,477.88,0.0,1031.56,7054.619999999999,1,0,WAIT_AND_MONITOR
CONT1000766,BOL2024100766,Ningbo,New York/New Jersey,PacificLine,PREMIUM_OCEAN,64,17535.11,MEDIUM,2025-07-03,2025-07-29,2025-08-02,4,2025-08-06,2025-08-13,2025-08-10,2025-08-02,2025-08-18,2025-06-30,2025-06-26,2025-07-03,2025-08-04,2,2,4,3,5,16,0.0,7380.22,288.72,0.0,0.0,752.85,0.0,0.0,288.72,8421.79,0,0,WAIT_AND_MONITOR
CONT1000767,BOL2024100767,Ningbo,Houston,GlobalMar,PREMIUM_OCEAN,63,23985.9,LOW,2024-12-05,2024-12-30,2025-01-06,7,2025-01-07,2025-01-12,2025-01-11,2025-01-06,2025-01-14,2024-12-02,2024-11-28,2024-12-05,2025-01-07,1,0,4,1,2,8,0.0,5782.84,387.91,306.0,0.0,1133.63,1150.26,108.19,1952.3600000000001,8868.83,1,1,WAIT_AND_MONITOR
CONT1000768,BOL2024100768,Ho Chi Minh,Savannah,NorthStar,STANDARD_OCEAN,10,47671.35,LOW,2025-07-28,2025-09-08,2025-09-10,2,2025-09-13,2025-09-19,2025-09-15,2025-09-10,2025-09-21,2025-07-27,2025-07-20,2025-07-28,2025-09-12,2,1,2,4,2,11,126.94,3689.83,0.0,0.0,0.0,460.19,0.0,0.0,126.94,4276.959999999999,0,0,WAIT_AND_MONITOR
CONT1000769,BOL2024100769,Shanghai,Houston,GlobalMar,STANDARD_OCEAN,70,100680.63,MEDIUM,2025-04-01,2025-04-26,2025-04-26,0,2025-05-01,2025-05-09,2025-05-05,2025-04-26,2025-05-19,2025-03-29,2025-03-28,2025-04-01,2025-04-29,3,2,4,4,10,23,750.97,3792.22,0.0,0.0,0.0,658.2,0.0,0.0,750.97,5201.39,1,0,WAIT_AND_MONITOR
CONT1000770,BOL2024100770,Shanghai,Houston,GlobalMar,STANDARD_OCEAN,106,29716.28,LOW,2025-01-25,2025-02-15,2025-02-21,6,2025-02-25,2025-02-26,2025-02-26,2025-02-21,2025-03-02,2025-01-22,2025-01-20,2025-01-25,2025-02-24,3,1,1,0,4,9,695.44,5014.52,0.0,0.0,0.0,892.44,0.0,0.0,695.44,6602.4000000000015,0,0,WAIT_AND_MONITOR
CONT1000771,BOL2024100771,Yantian,Savannah,GlobalMar,STANDARD_OCEAN,103,51034.04,MEDIUM,2024-01-26,2024-02-29,2024-03-06,6,2024-03-08,2024-03-12,2024-03-09,2024-03-06,2024-03-13,2024-01-25,2024-01-22,2024-01-26,2024-03-07,1,1,1,3,1,7,0.0,4850.87,0.0,398.14,0.0,953.91,0.0,0.0,398.14,6202.92,0,0,WAIT_AND_MONITOR
CONT1000772,BOL2024100772,Ho Chi Minh,Savannah,NorthStar,STANDARD_OCEAN,83,46303.77,MEDIUM,2025-05-13,2025-06-01,2025-06-01,0,2025-06-02,2025-06-09,2025-06-06,2025-06-01,2025-06-16,2025-05-12,2025-05-08,2025-05-13,2025-06-01,0,1,4,3,7,15,0.0,3695.84,0.0,0.0,0.0,396.07,710.27,0.0,710.27,4802.18,0,0,WAIT_AND_MONITOR
CONT1000773,BOL2024100773,Singapore,Long Beach,GlobalMar,PREMIUM_OCEAN,50,34816.15,LOW,2025-06-10,2025-06-26,2025-06-26,0,2025-06-30,2025-07-04,2025-07-04,2025-06-26,2025-07-08,2025-06-08,2025-06-02,2025-06-10,2025-06-28,2,2,4,0,4,12,0.0,6322.39,0.0,0.0,0.0,723.78,0.0,0.0,0.0,7046.17,0,0,WAIT_AND_MONITOR
CONT1000774,BOL2024100774,Ho Chi Minh,Savannah,BlueWave,STANDARD_OCEAN,61,100610.53,MEDIUM,2025-10-03,2025-10-23,2025-10-26,3,2025-11-01,2025-11-09,2025-11-06,2025-10-26,2025-11-15,2025-10-01,2025-09-26,2025-10-03,2025-10-29,3,3,5,3,6,20,0.0,2409.53,144.72,0.0,0.0,304.14,931.13,0.0,1075.85,3789.52,1,0,WAIT_AND_MONITOR
CONT1000775,BOL2024100775,Singapore,Houston,OceanBridge,STANDARD_OCEAN,60,56298.77,MEDIUM,2025-03-10,2025-03-31,2025-04-07,7,2025-04-13,2025-04-17,2025-04-13,2025-04-07,2025-04-21,2025-03-07,2025-03-05,2025-03-10,2025-04-09,2,4,0,4,4,14,794.95,4536.94,153.33,565.72,0.0,821.34,0.0,343.78,1857.78,7216.0599999999995,1,1,WAIT_AND_MONITOR
CONT1000776,BOL2024100776,Ho Chi Minh,Houston,NorthStar,STANDARD_OCEAN,47,11017.77,HIGH,2025-10-24,2025-11-13,2025-11-16,3,2025-11-23,2025-11-27,2025-11-24,2025-11-16,2025-12-06,2025-10-21,2025-10-20,2025-10-24,2025-11-18,2,5,1,3,9,20,0.0,3428.97,0.0,0.0,0.0,597.94,0.0,0.0,0.0,4026.91,0,0,WAIT_AND_MONITOR
CONT1000777,BOL2024100777,Shanghai,New York/New Jersey,GlobalMar,PREMIUM_OCEAN,21,42367.67,MEDIUM,2024-02-08,2024-02-24,2024-03-03,8,2024-03-10,2024-03-14,2024-03-10,2024-03-03,2024-03-21,2024-02-06,2024-02-02,2024-02-08,2024-03-05,2,5,0,4,7,18,0.0,4970.92,283.87,386.96,195.64,1042.41,465.22,0.0,1331.69,7345.02,1,1,UPGRADE_TO_PREMIUM_OPTION
CONT1000778,BOL2024100778,Ningbo,Seattle,PacificLine,STANDARD_OCEAN,66,35536.24,HIGH,2024-03-13,2024-04-18,2024-04-18,0,2024-04-19,2024-04-24,2024-04-21,2024-04-18,2024-04-30,2024-03-11,2024-03-05,2024-03-13,2024-04-19,1,0,2,3,6,12,0.0,3295.41,0.0,0.0,0.0,580.43,0.0,0.0,0.0,3875.8399999999997,0,0,WAIT_AND_MONITOR
CONT1000779,BOL2024100779,Yantian,New York/New Jersey,NorthStar,STANDARD_OCEAN,111,32071.98,LOW,2025-04-06,2025-05-14,2025-05-16,2,2025-05-21,2025-05-26,2025-05-25,2025-05-16,2025-06-02,2025-04-04,2025-03-29,2025-04-06,2025-05-17,1,4,4,1,7,17,0.0,2735.76,0.0,0.0,0.0,255.63,0.0,0.0,0.0,2991.3900000000003,0,0,WAIT_AND_MONITOR
CONT1000780,BOL2024100780,Busan,Seattle,BlueWave,STANDARD_OCEAN,38,42511.44,LOW,2025-02-02,2025-03-13,2025-03-13,0,2025-03-14,2025-03-19,2025-03-17,2025-03-13,2025-03-28,2025-02-01,2025-01-28,2025-02-02,2025-03-13,0,1,3,2,9,15,255.39,3034.79,527.7,0.0,0.0,499.45,0.0,0.0,783.09,4317.33,1,0,WAIT_AND_MONITOR
CONT1000781,BOL2024100781,Ho Chi Minh,Los Angeles,PacificLine,PREMIUM_OCEAN,99,32609.81,MEDIUM,2024-03-05,2024-03-20,2024-03-26,6,2024-03-30,2024-04-01,2024-03-30,2024-03-26,2024-04-06,2024-03-04,2024-03-01,2024-03-05,2024-03-28,2,2,0,2,5,11,0.0,6670.58,382.02,0.0,0.0,1299.4,0.0,0.0,382.02,8352.0,0,0,WAIT_AND_MONITOR
CONT1000782,BOL2024100782,Ho Chi Minh,Los Angeles,GlobalMar,PREMIUM_OCEAN,120,93006.45,MEDIUM,2024-11-04,2024-11-20,2024-11-22,2,2024-11-24,2024-12-01,2024-11-29,2024-11-22,2024-12-09,2024-11-03,2024-10-28,2024-11-04,2024-11-24,2,0,5,2,8,17,0.0,5573.05,0.0,0.0,0.0,526.99,0.0,0.0,0.0,6100.04,0,0,WAIT_AND_MONITOR
CONT1000783,BOL2024100783,Busan,New York/New Jersey,BlueWave,PREMIUM_OCEAN,42,58567.17,MEDIUM,2025-04-30,2025-05-19,2025-05-19,0,2025-05-23,2025-05-28,2025-05-28,2025-05-19,2025-06-07,2025-04-29,2025-04-24,2025-04-30,2025-05-21,2,2,5,0,10,19,0.0,5731.14,495.87,0.0,0.0,979.55,0.0,0.0,495.87,7206.56,0,0,WAIT_AND_MONITOR
CONT1000784,BOL2024100784,Singapore,New York/New Jersey,PacificLine,STANDARD_OCEAN,44,31641.75,LOW,2024-10-29,2024-12-06,2024-12-09,3,2024-12-16,2024-12-24,2024-12-21,2024-12-09,2025-01-01,2024-10-28,2024-10-20,2024-10-29,2024-12-12,3,4,5,3,8,23,0.0,3850.67,0.0,0.0,0.0,542.17,890.84,0.0,890.84,5283.68,1,0,WAIT_AND_MONITOR
CONT1000785,BOL2024100785,Yantian,Houston,GlobalMar,STANDARD_OCEAN,44,50475.22,LOW,2024-01-12,2024-02-16,2024-02-17,1,2024-02-17,2024-02-19,2024-02-19,2024-02-17,2024-02-29,2024-01-10,2024-01-08,2024-01-12,2024-02-17,0,0,2,0,10,12,351.42,2922.16,535.57,0.0,0.0,538.89,0.0,0.0,886.99,4348.04,1,0,WAIT_AND_MONITOR
CONT1000786,BOL2024100786,Shanghai,Los Angeles,BlueWave,STANDARD_OCEAN,29,22240.62,LOW,2025-08-09,2025-09-15,2025-09-27,12,2025-09-29,2025-10-02,2025-09-29,2025-09-27,2025-10-04,2025-08-08,2025-08-01,2025-08-09,2025-09-28,1,1,0,3,2,7,0.0,4413.58,0.0,1131.29,987.59,951.69,964.6,0.0,3083.48,8448.75,1,1,PRE_PULL_OR_PRIORITY_DRAYAGE
