container_id,bol,origin_port,destination_port,carrier,mode,sku_count,container_value_usd,criticality,planned_departure_date,planned_arrival_date,actual_arrival_date,delay_days
CONT1000343,BOL2024100343,Yantian,New York/New Jersey,OceanBridge,STANDARD_OCEAN,82,29348.65,LOW,2024-05-24,2024-06-14,2024-06-29,15
CONT1000344,BOL2024100344,Busan,Savannah,NorthStar,STANDARD_OCEAN,91,181137.12,LOW,2024-09-11,2024-10-04,2024-10-04,0
CONT1000345,BOL2024100345,Ho Chi Minh,Houston,GlobalMar,STANDARD_OCEAN,48,125196.28,MEDIUM,2024-07-13,2024-08-24,2024-09-04,11
CONT1000346,BOL2024100346,Busan,Savannah,NorthStar,STANDARD_OCEAN,135,32756.21,MEDIUM,2025-05-25,2025-06-21,2025-06-25,4
CONT1000347,BOL2024100347,Shanghai,Los Angeles,NorthStar,STANDARD_OCEAN,69,31036.03,LOW,2025-06-01,2025-07-03,2025-07-09,6
CONT1000348,BOL2024100348,Ningbo,Savannah,GlobalMar,STANDARD_OCEAN,80,39874.3,MEDIUM,2024-02-19,2024-03-09,2024-03-09,0
CONT1000349,BOL2024100349,Busan,Savannah,NorthStar,STANDARD_OCEAN,10,20931.19,LOW,2024-10-19,2024-11-23,2024-11-25,2
CONT1000350,BOL2024100350,Shanghai,New York/New Jersey,OceanBridge,PREMIUM_OCEAN,101,122976.79,HIGH,2024-09-27,2024-10-22,2024-10-22,0
CONT1000351,BOL2024100351,Shanghai,New York/New Jersey,BlueWave,STANDARD_OCEAN,57,37521.78,LOW,2025-08-06,2025-09-10,2025-09-16,6
CONT1000352,BOL2024100352,Yantian,Savannah,GlobalMar,STANDARD_OCEAN,137,23961.66,MEDIUM,2024-03-16,2024-04-15,2024-04-16,1
CONT1000353,BOL2024100353,Busan,Savannah,GlobalMar,STANDARD_OCEAN,38,67798.24,LOW,2025-09-30,2025-11-08,2025-11-08,0
CONT1000354,BOL2024100354,Ningbo,Los Angeles,NorthStar,STANDARD_OCEAN,101,18451.73,HIGH,2025-01-17,2025-02-14,2025-02-14,0
CONT1000355,BOL2024100355,Ningbo,Long Beach,PacificLine,PREMIUM_OCEAN,19,95299.03,LOW,2025-06-05,2025-07-01,2025-07-03,2
CONT1000356,BOL2024100356,Shanghai,Long Beach,GlobalMar,STANDARD_OCEAN,124,117564.03,LOW,2025-04-30,2025-06-03,2025-06-07,4
CONT1000357,BOL2024100357,Ningbo,Savannah,PacificLine,STANDARD_OCEAN,89,24250.09,MEDIUM,2024-05-23,2024-06-20,2024-06-23,3
CONT1000358,BOL2024100358,Ningbo,New York/New Jersey,PacificLine,STANDARD_OCEAN,94,39655.28,MEDIUM,2024-11-02,2024-12-08,2024-12-10,2
CONT1000359,BOL2024100359,Ho Chi Minh,Savannah,PacificLine,STANDARD_OCEAN,84,26700.66,HIGH,2025-05-16,2025-06-25,2025-06-25,0
CONT1000360,BOL2024100360,Busan,Los Angeles,GlobalMar,STANDARD_OCEAN,114,29408.34,MEDIUM,2024-12-05,2025-01-13,2025-01-23,10
CONT1000361,BOL2024100361,Ho Chi Minh,Seattle,BlueWave,STANDARD_OCEAN,75,23811.77,HIGH,2025-09-03,2025-10-06,2025-10-07,1
CONT1000362,BOL2024100362,Singapore,Savannah,PacificLine,STANDARD_OCEAN,21,58910.03,HIGH,2024-08-21,2024-10-01,2024-10-03,2
CONT1000363,BOL2024100363,Ho Chi Minh,New York/New Jersey,OceanBridge,STANDARD_OCEAN,105,26754.31,LOW,2025-06-20,2025-07-28,2025-08-03,6
CONT1000364,BOL2024100364,Ningbo,Houston,OceanBridge,STANDARD_OCEAN,36,21033.68,MEDIUM,2024-02-02,2024-03-09,2024-03-13,4
CONT1000365,BOL2024100365,Ningbo,Los Angeles,NorthStar,PREMIUM_OCEAN,113,37294.62,MEDIUM,2024-11-17,2024-12-14,2024-12-14,0
CONT1000366,BOL2024100366,Singapore,Long Beach,NorthStar,STANDARD_OCEAN,128,83428.94,LOW,2025-05-28,2025-07-09,2025-07-12,3
CONT1000367,BOL2024100367,Singapore,Houston,BlueWave,STANDARD_OCEAN,61,48231.79,HIGH,2024-05-21,2024-06-24,2024-06-24,0
CONT1000368,BOL2024100368,Ho Chi Minh,Seattle,NorthStar,STANDARD_OCEAN,88,8895.11,LOW,2025-06-22,2025-07-22,2025-07-22,0
CONT1000369,BOL2024100369,Ningbo,New York/New Jersey,PacificLine,PREMIUM_OCEAN,75,133987.94,HIGH,2024-12-16,2025-01-16,2025-01-16,0
CONT1000370,BOL2024100370,Ho Chi Minh,New York/New Jersey,OceanBridge,STANDARD_OCEAN,84,29720.68,MEDIUM,2024-09-09,2024-10-05,2024-10-08,3
CONT1000371,BOL2024100371,Ningbo,Seattle,GlobalMar,STANDARD_OCEAN,133,61781.7,LOW,2024-07-31,2024-09-09,2024-09-09,0
CONT1000372,BOL2024100372,Yantian,New York/New Jersey,GlobalMar,STANDARD_OCEAN,78,108398.89,LOW,2025-07-27,2025-09-06,2025-09-10,4
CONT1000373,BOL2024100373,Yantian,Los Angeles,PacificLine,PREMIUM_OCEAN,96,58763.64,HIGH,2025-07-10,2025-08-05,2025-08-05,0
CONT1000374,BOL2024100374,Ningbo,Seattle,BlueWave,PREMIUM_OCEAN,121,42497.03,MEDIUM,2024-10-21,2024-11-06,2024-11-07,1
CONT1000375,BOL2024100375,Singapore,Seattle,NorthStar,STANDARD_OCEAN,77,58570.31,LOW,2024-08-07,2024-08-31,2024-09-05,5
CONT1000376,BOL2024100376,Ho Chi Minh,Houston,GlobalMar,STANDARD_OCEAN,69,20109.49,HIGH,2024-05-20,2024-06-10,2024-06-14,4
CONT1000377,BOL2024100377,Ningbo,Los Angeles,PacificLine,STANDARD_OCEAN,67,59587.97,MEDIUM,2024-08-19,2024-09-26,2024-10-03,7
CONT1000378,BOL2024100378,Shanghai,Los Angeles,NorthStar,PREMIUM_OCEAN,43,27847.65,MEDIUM,2024-12-04,2025-01-02,2025-01-04,2
CONT1000379,BOL2024100379,Shanghai,Savannah,OceanBridge,STANDARD_OCEAN,129,57865.93,HIGH,2025-02-20,2025-03-30,2025-03-30,0
CONT1000380,BOL2024100380,Busan,Houston,OceanBridge,STANDARD_OCEAN,81,55992.86,LOW,2024-10-21,2024-11-18,2024-11-18,0
CONT1000381,BOL2024100381,Singapore,Los Angeles,BlueWave,STANDARD_OCEAN,67,50649.31,LOW,2025-10-29,2025-12-04,2025-12-06,2
CONT1000382,BOL2024100382,Ho Chi Minh,Houston,BlueWave,PREMIUM_OCEAN,17,56138.04,LOW,2024-06-28,2024-07-25,2024-07-25,0
CONT1000383,BOL2024100383,Busan,New York/New Jersey,OceanBridge,STANDARD_OCEAN,10,38299.68,LOW,2024-10-23,2024-11-11,2024-11-14,3
CONT1000384,BOL2024100384,Yantian,Savannah,PacificLine,STANDARD_OCEAN,80,36525.23,HIGH,2024-04-19,2024-05-17,2024-05-19,2
CONT1000385,BOL2024100385,Busan,Houston,PacificLine,PREMIUM_OCEAN,137,53794.79,MEDIUM,2025-06-20,2025-07-19,2025-07-27,8
CONT1000386,BOL2024100386,Busan,Seattle,OceanBridge,STANDARD_OCEAN,49,31751.58,MEDIUM,2024-04-25,2024-05-23,2024-05-23,0
CONT1000387,BOL2024100387,Singapore,New York/New Jersey,GlobalMar,PREMIUM_OCEAN,83,27947.01,LOW,2024-07-09,2024-07-23,2024-07-26,3
CONT1000388,BOL2024100388,Ho Chi Minh,Houston,OceanBridge,STANDARD_OCEAN,111,26706.82,LOW,2024-06-28,2024-08-04,2024-08-05,1
CONT1000389,BOL2024100389,Busan,Savannah,GlobalMar,STANDARD_OCEAN,32,87914.42,MEDIUM,2024-03-29,2024-04-28,2024-04-28,0
CONT1000390,BOL2024100390,Ningbo,Long Beach,NorthStar,STANDARD_OCEAN,9,53018.58,HIGH,2024-11-27,2024-12-22,2024-12-22,0
CONT1000391,BOL2024100391,Yantian,New York/New Jersey,OceanBridge,STANDARD_OCEAN,76,59180.39,MEDIUM,2025-04-02,2025-05-14,2025-05-15,1
CONT1000392,BOL2024100392,Yantian,Seattle,PacificLine,STANDARD_OCEAN,74,128850.87,MEDIUM,2025-08-09,2025-08-27,2025-08-29,2
CONT1000393,BOL2024100393,Singapore,Seattle,OceanBridge,STANDARD_OCEAN,38,21499.57,LOW,2024-03-04,2024-04-12,2024-04-18,6
CONT1000394,BOL2024100394,Busan,Seattle,OceanBridge,PREMIUM_OCEAN,38,81661.25,MEDIUM,2025-02-19,2025-03-21,2025-03-22,1
CONT1000395,BOL2024100395,Singapore,Seattle,GlobalMar,PREMIUM_OCEAN,42,48174.01,MEDIUM,2025-09-21,2025-10-12,2025-10-12,0
CONT1000396,BOL2024100396,Busan,Long Beach,NorthStar,STANDARD_OCEAN,114,70691.59,HIGH,2025-09-12,2025-10-11,2025-10-11,0
CONT1000397,BOL2024100397,Singapore,Savannah,NorthStar,STANDARD_OCEAN,63,55933.93,LOW,2025-07-04,2025-08-12,2025-08-12,0
CONT1000398,BOL2024100398,Ningbo,Houston,PacificLine,STANDARD_OCEAN,100,62221.27,HIGH,2024-03-24,2024-04-27,2024-05-15,18
CONT1000399,BOL2024100399,Shanghai,Savannah,BlueWave,PREMIUM_OCEAN,46,33199.31,MEDIUM,2024-03-04,2024-04-04,2024-04-06,2
CONT1000400,BOL2024100400,Ningbo,Seattle,PacificLine,PREMIUM_OCEAN,133,121905.45,LOW,2025-03-28,2025-04-14,2025-05-01,17
CONT1000401,BOL2024100401,Shanghai,Savannah,NorthStar,STANDARD_OCEAN,41,37686.34,LOW,2024-02-26,2024-03-29,2024-03-29,0
CONT1000402,BOL2024100402,Ho Chi Minh,New York/New Jersey,NorthStar,STANDARD_OCEAN,126,113645.29,LOW,2025-07-31,2025-08-19,2025-08-24,5
CONT1000403,BOL2024100403,Singapore,Seattle,BlueWave,STANDARD_OCEAN,63,31034.9,LOW,2025-02-09,2025-03-07,2025-03-16,9
CONT1000404,BOL2024100404,Ho Chi Minh,Los Angeles,BlueWave,STANDARD_OCEAN,24,84038.73,HIGH,2025-03-09,2025-04-07,2025-04-26,19
CONT1000405,BOL2024100405,Ho Chi Minh,Los Angeles,BlueWave,PREMIUM_OCEAN,112,63136.97,MEDIUM,2025-04-28,2025-05-13,2025-05-13,0
CONT1000406,BOL2024100406,Ningbo,Long Beach,NorthStar,PREMIUM_OCEAN,104,64397.59,MEDIUM,2025-01-18,2025-02-13,2025-02-13,0
CONT1000407,BOL2024100407,Busan,Los Angeles,PacificLine,STANDARD_OCEAN,97,50337.48,MEDIUM,2024-05-16,2024-06-23,2024-06-29,6
CONT1000408,BOL2024100408,Shanghai,Long Beach,PacificLine,STANDARD_OCEAN,40,66714.0,MEDIUM,2025-02-06,2025-03-12,2025-03-22,10
CONT1000409,BOL2024100409,Singapore,Long Beach,BlueWave,STANDARD_OCEAN,126,11831.08,LOW,2024-01-24,2024-02-20,2024-02-21,1
CONT1000410,BOL2024100410,Singapore,Houston,PacificLine,PREMIUM_OCEAN,66,112676.72,MEDIUM,2025-03-10,2025-04-10,2025-04-10,0
CONT1000411,BOL2024100411,Ningbo,New York/New Jersey,GlobalMar,STANDARD_OCEAN,36,13170.53,LOW,2024-06-07,2024-07-03,2024-07-14,11
CONT1000412,BOL2024100412,Shanghai,Houston,NorthStar,STANDARD_OCEAN,12,42374.07,LOW,2025-09-21,2025-11-02,2025-11-02,0
CONT1000413,BOL2024100413,Ningbo,Long Beach,BlueWave,STANDARD_OCEAN,122,44523.73,LOW,2024-04-13,2024-05-20,2024-05-28,8
CONT1000414,BOL2024100414,Ho Chi Minh,Houston,BlueWave,STANDARD_OCEAN,19,29328.47,LOW,2024-09-07,2024-10-18,2024-10-18,0
CONT1000415,BOL2024100415,Busan,New York/New Jersey,OceanBridge,STANDARD_OCEAN,22,40164.17,MEDIUM,2025-07-06,2025-07-30,2025-08-03,4
CONT1000416,BOL2024100416,Ningbo,Savannah,GlobalMar,STANDARD_OCEAN,89,28629.3,MEDIUM,2024-08-27,2024-10-07,2024-10-08,1
CONT1000417,BOL2024100417,Ho Chi Minh,Savannah,GlobalMar,PREMIUM_OCEAN,64,30974.1,MEDIUM,2024-08-30,2024-09-22,2024-09-22,0
CONT1000418,BOL2024100418,Busan,Seattle,GlobalMar,STANDARD_OCEAN,52,58676.75,LOW,2024-03-03,2024-04-07,2024-04-11,4
CONT1000419,BOL2024100419,Singapore,Houston,NorthStar,STANDARD_OCEAN,20,31630.43,MEDIUM,2025-07-23,2025-08-25,2025-08-27,2
CONT1000420,BOL2024100420,Yantian,Houston,NorthStar,STANDARD_OCEAN,114,29865.69,LOW,2025-06-21,2025-07-19,2025-07-19,0
CONT1000421,BOL2024100421,Busan,Long Beach,GlobalMar,STANDARD_OCEAN,129,40434.17,MEDIUM,2025-01-20,2025-02-12,2025-02-19,7
CONT1000422,BOL2024100422,Ningbo,Long Beach,GlobalMar,STANDARD_OCEAN,22,44818.1,LOW,2024-05-27,2024-06-28,2024-07-02,4
CONT1000423,BOL2024100423,Ho Chi Minh,New York/New Jersey,NorthStar,PREMIUM_OCEAN,107,62952.01,MEDIUM,2025-07-24,2025-08-23,2025-08-24,1
CONT1000424,BOL2024100424,Ningbo,Seattle,OceanBridge,PREMIUM_OCEAN,31,47084.91,LOW,2024-12-04,2024-12-20,2024-12-30,10
CONT1000425,BOL2024100425,Ho Chi Minh,Houston,OceanBridge,STANDARD_OCEAN,18,33958.41,LOW,2024-02-22,2024-03-19,2024-04-13,25
CONT1000426,BOL2024100426,Shanghai,Long Beach,PacificLine,STANDARD_OCEAN,130,27545.76,MEDIUM,2025-07-26,2025-08-19,2025-08-28,9
CONT1000427,BOL2024100427,Ningbo,Seattle,GlobalMar,PREMIUM_OCEAN,38,29436.47,MEDIUM,2024-01-16,2024-02-05,2024-02-13,8
CONT1000428,BOL2024100428,Singapore,New York/New Jersey,OceanBridge,STANDARD_OCEAN,60,38656.66,MEDIUM,2025-09-10,2025-10-20,2025-10-28,8
CONT1000429,BOL2024100429,Busan,Long Beach,PacificLine,PREMIUM_OCEAN,127,30295.28,HIGH,2024-11-25,2024-12-18,2024-12-18,0
CONT1000430,BOL2024100430,Ho Chi Minh,Houston,GlobalMar,STANDARD_OCEAN,100,82428.61,MEDIUM,2024-11-11,2024-12-07,2024-12-15,8
CONT1000431,BOL2024100431,Ho Chi Minh,New York/New Jersey,NorthStar,STANDARD_OCEAN,89,35010.87,LOW,2024-04-10,2024-05-21,2024-06-03,13
CONT1000432,BOL2024100432,Ningbo,Seattle,GlobalMar,STANDARD_OCEAN,64,39534.46,MEDIUM,2025-02-27,2025-03-18,2025-03-18,0
CONT1000433,BOL2024100433,Singapore,Long Beach,BlueWave,STANDARD_OCEAN,114,89309.94,MEDIUM,2024-09-24,2024-10-29,2024-10-29,0
CONT1000434,BOL2024100434,Yantian,Long Beach,OceanBridge,PREMIUM_OCEAN,70,56007.09,MEDIUM,2024-12-03,2024-12-24,2024-12-24,0
CONT1000435,BOL2024100435,Busan,Savannah,GlobalMar,STANDARD_OCEAN,133,55552.96,MEDIUM,2024-09-20,2024-11-01,2024-11-16,15
CONT1000436,BOL2024100436,Busan,Long Beach,GlobalMar,STANDARD_OCEAN,133,106857.98,LOW,2024-06-22,2024-07-14,2024-07-17,3
CONT1000437,BOL2024100437,Ningbo,Savannah,BlueWave,PREMIUM_OCEAN,20,50309.05,LOW,2025-06-20,2025-07-05,2025-07-05,0
CONT1000438,BOL2024100438,Shanghai,New York/New Jersey,OceanBridge,STANDARD_OCEAN,25,56740.54,MEDIUM,2025-10-07,2025-11-01,2025-11-03,2
CONT1000439,BOL2024100439,Singapore,Long Beach,BlueWave,STANDARD_OCEAN,124,23175.22,MEDIUM,2024-08-11,2024-09-14,2024-09-17,3
CONT1000440,BOL2024100440,Yantian,Los Angeles,PacificLine,STANDARD_OCEAN,131,32909.92,HIGH,2025-10-15,2025-11-23,2025-11-23,0
CONT1000441,BOL2024100441,Singapore,New York/New Jersey,BlueWave,STANDARD_OCEAN,113,27562.97,LOW,2024-01-07,2024-02-11,2024-02-11,0
CONT1000442,BOL2024100442,Shanghai,Los Angeles,PacificLine,STANDARD_OCEAN,81,50593.87,LOW,2024-10-08,2024-11-12,2024-11-12,0
CONT1000443,BOL2024100443,Shanghai,Savannah,NorthStar,STANDARD_OCEAN,32,72744.29,MEDIUM,2024-07-02,2024-07-23,2024-07-25,2
CONT1000444,BOL2024100444,Ho Chi Minh,Long Beach,OceanBridge,STANDARD_OCEAN,72,41845.03,LOW,2024-07-15,2024-08-21,2024-08-23,2
CONT1000445,BOL2024100445,Yantian,Seattle,NorthStar,STANDARD_OCEAN,111,117361.5,LOW,2024-03-21,2024-04-19,2024-04-21,2
CONT1000446,BOL2024100446,Busan,Savannah,OceanBridge,STANDARD_OCEAN,28,36726.15,MEDIUM,2024-08-19,2024-09-15,2024-09-18,3
CONT1000447,BOL2024100447,Singapore,Houston,BlueWave,PREMIUM_OCEAN,104,23273.59,HIGH,2024-04-05,2024-05-01,2024-05-01,0
CONT1000448,BOL2024100448,Ho Chi Minh,New York/New Jersey,BlueWave,STANDARD_OCEAN,51,88792.44,HIGH,2025-10-14,2025-11-01,2025-11-01,0
CONT1000449,BOL2024100449,Shanghai,New York/New Jersey,NorthStar,STANDARD_OCEAN,32,11721.03,MEDIUM,2025-10-22,2025-11-19,2025-11-21,2
CONT1000450,BOL2024100450,Ho Chi Minh,Los Angeles,OceanBridge,STANDARD_OCEAN,129,51899.0,HIGH,2024-08-04,2024-09-13,2024-09-15,2
CONT1000451,BOL2024100451,Yantian,Los Angeles,BlueWave,STANDARD_OCEAN,16,39638.25,MEDIUM,2024-10-14,2024-11-18,2024-11-24,6
CONT1000452,BOL2024100452,Ningbo,Seattle,BlueWave,STANDARD_OCEAN,44,8802.46,HIGH,2024-07-31,2024-09-05,2024-09-08,3
CONT1000453,BOL2024100453,Singapore,New York/New Jersey,BlueWave,PREMIUM_OCEAN,107,38840.63,LOW,2024-11-02,2024-11-21,2024-11-28,7
CONT1000454,BOL2024100454,Singapore,Savannah,GlobalMar,STANDARD_OCEAN,43,20768.86,LOW,2025-01-28,2025-03-11,2025-03-11,0
CONT1000455,BOL2024100455,Singapore,Houston,BlueWave,STANDARD_OCEAN,21,71050.02,LOW,2025-05-27,2025-07-07,2025-07-18,11
CONT1000456,BOL2024100456,Shanghai,New York/New Jersey,OceanBridge,STANDARD_OCEAN,109,56249.78,HIGH,2024-03-18,2024-04-15,2024-04-15,0
CONT1000457,BOL2024100457,Yantian,Los Angeles,GlobalMar,STANDARD_OCEAN,66,56801.09,MEDIUM,2025-04-06,2025-05-09,2025-05-15,6
CONT1000458,BOL2024100458,Yantian,Savannah,NorthStar,STANDARD_OCEAN,105,29445.71,MEDIUM,2025-03-18,2025-04-10,2025-04-10,0
CONT1000459,BOL2024100459,Shanghai,Savannah,GlobalMar,STANDARD_OCEAN,26,41186.97,LOW,2024-09-09,2024-10-19,2024-10-22,3
CONT1000460,BOL2024100460,Shanghai,Seattle,OceanBridge,STANDARD_OCEAN,47,49876.81,HIGH,2025-01-24,2025-03-05,2025-03-23,18
CONT1000461,BOL2024100461,Singapore,New York/New Jersey,GlobalMar,STANDARD_OCEAN,9,46415.19,MEDIUM,2025-01-04,2025-01-25,2025-02-04,10
CONT1000462,BOL2024100462,Yantian,New York/New Jersey,GlobalMar,STANDARD_OCEAN,41,26451.11,LOW,2024-10-03,2024-10-24,2024-10-24,0
CONT1000463,BOL2024100463,Shanghai,Long Beach,NorthStar,PREMIUM_OCEAN,34,62840.1,LOW,2025-04-04,2025-05-05,2025-05-05,0
CONT1000464,BOL2024100464,Shanghai,Los Angeles,GlobalMar,STANDARD_OCEAN,91,51666.11,MEDIUM,2025-07-21,2025-08-10,2025-08-14,4
CONT1000465,BOL2024100465,Busan,Los Angeles,GlobalMar,STANDARD_OCEAN,29,77036.93,LOW,2025-02-27,2025-03-29,2025-04-02,4
CONT1000466,BOL2024100466,Singapore,Savannah,OceanBridge,STANDARD_OCEAN,51,33846.81,MEDIUM,2025-08-08,2025-09-11,2025-09-13,2
CONT1000467,BOL2024100467,Singapore,New York/New Jersey,OceanBridge,STANDARD_OCEAN,85,94215.48,MEDIUM,2024-05-22,2024-06-17,2024-06-20,3
CONT1000468,BOL2024100468,Yantian,New York/New Jersey,OceanBridge,STANDARD_OCEAN,119,16764.32,MEDIUM,2024-03-05,2024-03-28,2024-03-30,2
CONT1000469,BOL2024100469,Yantian,New York/New Jersey,GlobalMar,STANDARD_OCEAN,100,44732.63,MEDIUM,2025-05-10,2025-05-30,2025-05-31,1
CONT1000470,BOL2024100470,Yantian,Long Beach,NorthStar,STANDARD_OCEAN,58,27531.29,LOW,2025-08-31,2025-10-07,2025-10-13,6
CONT1000471,BOL2024100471,Busan,Los Angeles,OceanBridge,STANDARD_OCEAN,109,33910.9,LOW,2024-11-07,2024-11-25,2024-11-30,5
CONT1000472,BOL2024100472,Yantian,Savannah,NorthStar,STANDARD_OCEAN,93,41128.04,HIGH,2024-12-03,2025-01-04,2025-01-08,4
CONT1000473,BOL2024100473,Busan,Houston,PacificLine,PREMIUM_OCEAN,59,131917.3,LOW,2024-05-19,2024-06-11,2024-06-11,0
CONT1000474,BOL2024100474,Busan,Seattle,OceanBridge,STANDARD_OCEAN,82,87541.82,MEDIUM,2025-02-11,2025-03-11,2025-03-16,5
CONT1000475,BOL2024100475,Singapore,Houston,NorthStar,STANDARD_OCEAN,104,79393.08,HIGH,2025-08-12,2025-09-06,2025-09-17,11
CONT1000476,BOL2024100476,Yantian,New York/New Jersey,GlobalMar,STANDARD_OCEAN,59,34627.24,MEDIUM,2024-04-26,2024-06-01,2024-06-04,3
CONT1000477,BOL2024100477,Ho Chi Minh,Savannah,OceanBridge,STANDARD_OCEAN,126,39529.44,LOW,2025-07-17,2025-08-04,2025-08-04,0
CONT1000478,BOL2024100478,Singapore,Long Beach,NorthStar,STANDARD_OCEAN,25,98603.02,LOW,2024-10-25,2024-12-04,2024-12-05,1
CONT1000479,BOL2024100479,Busan,Houston,NorthStar,PREMIUM_OCEAN,72,141081.55,LOW,2024-05-22,2024-06-14,2024-06-14,0
CONT1000480,BOL2024100480,Singapore,Long Beach,NorthStar,STANDARD_OCEAN,122,69552.65,MEDIUM,2025-01-21,2025-02-10,2025-02-10,0
CONT1000481,BOL2024100481,Ho Chi Minh,New York/New Jersey,PacificLine,STANDARD_OCEAN,137,20893.9,MEDIUM,2025-02-14,2025-03-21,2025-03-28,7
CONT1000482,BOL2024100482,Singapore,New York/New Jersey,PacificLine,STANDARD_OCEAN,29,61805.84,LOW,2024-02-07,2024-03-07,2024-03-08,1
CONT1000483,BOL2024100483,Shanghai,Long Beach,GlobalMar,STANDARD_OCEAN,19,47356.54,LOW,2024-06-19,2024-07-27,2024-07-27,0
CONT1000484,BOL2024100484,Ho Chi Minh,Houston,NorthStar,STANDARD_OCEAN,35,25670.76,LOW,2024-12-05,2025-01-05,2025-01-06,1
CONT1000485,BOL2024100485,Shanghai,Los Angeles,GlobalMar,STANDARD_OCEAN,140,44723.78,MEDIUM,2024-08-15,2024-09-18,2024-09-21,3
CONT1000486,BOL2024100486,Ho Chi Minh,Savannah,PacificLine,PREMIUM_OCEAN,108,81869.1,MEDIUM,2024-08-14,2024-09-11,2024-09-11,0
CONT1000487,BOL2024100487,Busan,Houston,PacificLine,STANDARD_OCEAN,96,49302.45,MEDIUM,2025-05-27,2025-06-18,2025-06-20,2
CONT1000488,BOL2024100488,Shanghai,New York/New Jersey,BlueWave,STANDARD_OCEAN,29,103980.75,LOW,2024-10-29,2024-11-29,2024-12-01,2
CONT1000489,BOL2024100489,Shanghai,Houston,OceanBridge,STANDARD_OCEAN,95,21093.18,LOW,2024-12-22,2025-01-18,2025-01-24,6
CONT1000490,BOL2024100490,Busan,Long Beach,PacificLine,PREMIUM_OCEAN,32,50725.0,LOW,2025-05-09,2025-06-03,2025-06-03,0
CONT1000491,BOL2024100491,Busan,Houston,NorthStar,STANDARD_OCEAN,84,40183.3,LOW,2024-11-22,2024-12-12,2024-12-12,0
CONT1000492,BOL2024100492,Shanghai,Houston,BlueWave,STANDARD_OCEAN,35,110614.74,MEDIUM,2024-01-24,2024-02-21,2024-03-09,17
CONT1000493,BOL2024100493,Singapore,Long Beach,OceanBridge,PREMIUM_OCEAN,92,45633.37,HIGH,2025-06-12,2025-07-01,2025-07-19,18
CONT1000494,BOL2024100494,Ho Chi Minh,New York/New Jersey,NorthStar,STANDARD_OCEAN,55,37244.39,LOW,2024-08-25,2024-09-24,2024-09-24,0
CONT1000495,BOL2024100495,Ningbo,Houston,NorthStar,STANDARD_OCEAN,58,36196.87,MEDIUM,2025-02-09,2025-02-27,2025-03-02,3
CONT1000496,BOL2024100496,Busan,Savannah,NorthStar,STANDARD_OCEAN,62,22210.76,MEDIUM,2025-02-02,2025-02-20,2025-02-20,0
CONT1000497,BOL2024100497,Ningbo,Seattle,BlueWave,STANDARD_OCEAN,55,62377.47,MEDIUM,2025-08-14,2025-09-04,2025-09-24,20
CONT1000498,BOL2024100498,Yantian,Seattle,OceanBridge,STANDARD_OCEAN,75,139978.8,LOW,2025-04-13,2025-05-04,2025-05-04,0
CONT1000499,BOL2024100499,Singapore,New York/New Jersey,PacificLine,PREMIUM_OCEAN,108,18133.65,MEDIUM,2025-10-16,2025-11-09,2025-11-09,0
CONT1000500,BOL2024100500,Ho Chi Minh,Los Angeles,GlobalMar,STANDARD_OCEAN,52,94378.32,LOW,2024-12-26,2025-01-27,2025-01-30,3
CONT1000501,BOL2024100501,Singapore,Houston,GlobalMar,STANDARD_OCEAN,29,22523.66,LOW,2025-09-21,2025-10-27,2025-10-30,3
CONT1000502,BOL2024100502,Singapore,Long Beach,GlobalMar,STANDARD_OCEAN,86,61310.37,HIGH,2024-04-30,2024-05-25,2024-05-28,3
CONT1000503,BOL2024100503,Shanghai,Long Beach,GlobalMar,STANDARD_OCEAN,107,53237.28,HIGH,2024-05-24,2024-06-27,2024-07-02,5
CONT1000504,BOL2024100504,Busan,Savannah,OceanBridge,STANDARD_OCEAN,116,30819.71,MEDIUM,2025-08-11,2025-09-10,2025-09-12,2
CONT1000505,BOL2024100505,Ningbo,New York/New Jersey,PacificLine,STANDARD_OCEAN,50,60757.82,MEDIUM,2025-10-22,2025-11-14,2025-11-17,3
CONT1000506,BOL2024100506,Busan,Seattle,OceanBridge,STANDARD_OCEAN,123,39934.78,LOW,2024-07-10,2024-08-07,2024-08-16,9
CONT1000507,BOL2024100507,Ho Chi Minh,Los Angeles,GlobalMar,STANDARD_OCEAN,42,22885.92,MEDIUM,2024-01-10,2024-02-12,2024-02-16,4
CONT1000508,BOL2024100508,Ningbo,New York/New Jersey,PacificLine,STANDARD_OCEAN,134,61850.99,LOW,2025-06-01,2025-07-09,2025-07-09,0
CONT1000509,BOL2024100509,Busan,Houston,NorthStar,PREMIUM_OCEAN,29,27443.61,MEDIUM,2025-03-01,2025-03-29,2025-04-10,12
CONT1000510,BOL2024100510,Ho Chi Minh,Los Angeles,OceanBridge,STANDARD_OCEAN,78,31065.46,MEDIUM,2024-10-26,2024-11-14,2024-11-15,1
CONT1000511,BOL2024100511,Ningbo,Savannah,GlobalMar,PREMIUM_OCEAN,138,18365.09,HIGH,2024-06-21,2024-07-19,2024-07-19,0
CONT1000512,BOL2024100512,Shanghai,Savannah,BlueWave,PREMIUM_OCEAN,18,77198.29,HIGH,2024-10-01,2024-11-01,2024-11-01,0
CONT1000513,BOL2024100513,Singapore,New York/New Jersey,PacificLine,STANDARD_OCEAN,34,22367.02,MEDIUM,2024-08-11,2024-09-11,2024-09-19,8
